id,property_description,area_jhb,listing_agency,rental_amount,street_address,occupation_date,Bedrooms_1,Bedrooms_2,bathrooms,area,Feature_1,Feature_2
20191925,"R 6 950 6 Beverley Avenue, Bassonia 3 Bedroom Apartment / Flat to Rent in Bassonia Older unit needs a bit of TLC but price reduced by a R1000-00. Set in quiet Cul-De-Sac is where you'll ... Available: 01 December 2018 3 | 2 Floor Size: 98 m²",3 Bedroom Apartment / flat to rent in Bassonia - Johannesburg, Boss Platinum Real Estate,R 6 950,"6 Beverley Avenue, Bassonia",Available: 01 December 2018,Beds,3,2,98 m²,3 Bedroom Apartment / Flat to Rent in Bassonia,
20191926,"R 15 000 3 Bedroom Apartment / Flat to Rent in Killarney North facing 3 bedroom, 2 bathrooms. entrance hall. dining room, lounge, kitchen 3 bedrooms 2 bathrooms, main ... Available: 09 April 2019 3 | 2",3 Bedroom Apartment / flat to rent in Killarney - Johannesburg, Urban Link JHB Zone 1,R 15 000,,Available: 09 April 2019,Beds,3,2,,3 Bedroom Apartment / Flat to Rent in Killarney,
20191927,"R 25 000 7 Hood Avenue, Rosebank 2 Bedroom Apartment / Flat to Rent in Rosebank Magnificent fully furnished 2 bed 2 bath ultra modern corner apartment. Stunning 2 bed 2 bath ( mes) fully ... Available: 01 January 2019 2 | 2 | 2 Floor Size: 92 m²",2 Bedroom Apartment / flat to rent in Rosebank - Johannesburg, Knightbridge Properties,R 25 000,"7 Hood Avenue, Rosebank",Available: 01 January 2019,Beds,2,2,92 m²,2 Bedroom Apartment / Flat to Rent in Rosebank,
20191928,"R 25 000 7 Hood Avenue, Rosebank 2 Bedroom Apartment / Flat to Rent in Rosebank Magnificent fully furnished 2 bed 2 bath ultra modern corner apartment. Stunning 2 bed 2 bath ( mes) fully ... Available: 01 January 2019 2 | 2 | 2 Floor Size: 92 m²",2 Bedroom Apartment / flat to rent in Rosebank - Johannesburg, Knightbridge Properties,R 25 000,"7 Hood Avenue, Rosebank",Available: 01 January 2019,Beds,2,2,92 m²,2 Bedroom Apartment / Flat to Rent in Rosebank,
20191929,R 21 000 2 Bedroom Apartment / Flat to Rent in Rosebank BRILLIANT TWO BEDROOM GARDEN UNIT FOR RENTAL IN VIA VENETO An exquisite fully furnished two bedroom ... Available: 01 February 2019 2 | 1 Floor Size: 80 m², Beds, Bathrooms,,, ,1,80 m²,,,Available: 01 February 2019,
20191930,"R 11 000 2 Bedroom Townhouse to Rent in Observatory Just Peachy Wow ! You have to see this 2 bed , 2 bath ground floor pet friendly unit! Enter through the ... Available: 01 May 2019 2 | 2 | 1",2 Bedroom Townhouse to rent in Observatory - Johannesburg, Rowcor Properties Eleanor Jacobs,R 11 000,,Available: 01 May 2019,Beds,2,2,,2 Bedroom Townhouse to Rent in Observatory,
20191931,"R 5 000 0.5 Bedroom Apartment / Flat to Rent in Berea No deposit required! No credit checks! Located in the heart of Johannesburg, Vistaero Apartments is 700 m ... Available: 14 March 2019 0.5 | 1",0.5 Bedroom Apartment / flat to rent in Berea - Johannesburg, Jawitz Johannesburg North,R 5 000,,Available: 14 March 2019,Beds,0.5,1,,0.5 Bedroom Apartment / Flat to Rent in Berea,
20191932,"R 9 500 Balboa Park, Oakdene Park Drive, Oakdene, Oakdene 2 Bedroom Apartment / Flat to Rent in Oakdene Tiled throughout, Excellent Finishes, Stunning Kitchen. The Main Bedroom consists of Built-in Cupboards with Ample Space and en-suite Bathroom. The Second ... 2 | 2 | 2 Floor Size: 105 m²",2 Bedroom Apartment / flat to rent in Oakdene - Johannesburg, Landstar Property Solutions,R 9 500,"Balboa Park, Oakdene Park Drive, Oakdene, Oakdene",,Beds,2,2 | 2 | 2, Floor Size: 105 m²,2 Bedroom Apartment / Flat to Rent in Oakdene,105 m²
20191933,R 6 000 1 Bedroom Apartment / Flat to Rent in Jeppestown This well taken care of 1 bedroom studio apartment is in the sought after Main Street Life building. The unit ... Available: 01 March 2019 1 | 1 Floor Size: 33 m²,1 Bedroom Apartment / flat to rent in Jeppestown - Johannesburg, Engel & Volkers Hyde Park,R 6 000,,Available: 01 March 2019,Beds,1,1,33 m²,1 Bedroom Apartment / Flat to Rent in Jeppestown,
20191934,"R 11 000 Apartment / Flat to Rent in Saxonwold Beautiful, stunning fully furnished 1 bedroom ground floor apartment in security complex with small garden ... Available: 10 April 2019", ,  ,Apartment / Flat to Rent in Saxonwold,"Beautiful, stunning fully furnished 1 bedroom ground floor apartment in security complex with small garden ...",,,,,,,
20191935,R 8 500 1 Bedroom Apartment / Flat to Rent in Waverley This is a beautiful 1 Bedroom Loft Apartment in a secure sought after Complex. 1 Bedroom 1 Bathroom 1 Living ... Available: 01 May 2019 1 | 1,1 Bedroom Apartment / flat to rent in Waverley - Johannesburg, You Realty,R 8 500,,Available: 01 May 2019,Beds,1,1,,1 Bedroom Apartment / Flat to Rent in Waverley,
20191936,R 13 000 2 Bedroom Apartment / Flat to Rent in Craighall This gorgeous two bedroom ground floor apartment might just be what you are looking for. Spacious two ... Available: 01 April 2019 2 | 2, Beds, Bathrooms,,, ,2,,,,Available: 01 April 2019,
20191937,"R 5 500 173 Kennedy Street, Kenilworth 2 Bedroom Townhouse to Rent in Kenilworth Ground Floor unit that offers a Modern open plan kitchen with space for a fridge and a washing machine ... Available: 10 April 2019 2 | 1", Beds, Bathrooms,,, ,1,,,,Available: 10 April 2019,
20191938,"R 13 000 3 Bedroom Townhouse to Rent in Saxonwold 3 bedroom townhouse to let in Kingsley Place, Oxford Rd, Saxonwold. 2 bathrooms. Storeroom + Wendy house. ... Available: 01 April 2019 3 | 2",3 Bedroom Townhouse to rent in Saxonwold - Johannesburg, Rowcor Properties Eleanor Jacobs,R 13 000,,Available: 01 April 2019,Beds,3,2,,3 Bedroom Townhouse to Rent in Saxonwold,
20191939,"R 8 500 1 Bedroom Apartment / Flat to Rent in Parktown Apartment offers old world charm and is well situated on the third floor (with lift option) at the back of the building. A spacious, sunny and airy lounge and ... 1 | 1 Floor Size: 114 m²",1 Bedroom Apartment / flat to rent in Parktown - Johannesburg, Ennik Estates Johannesburg,R 8 500,,,Beds,1,1 | 1, Floor Size: 114 m²,1 Bedroom Apartment / Flat to Rent in Parktown,114 m²
20191940,"R 8 000 Faldouet Apartments, 2nd Road, Kew 2 Bedroom Apartment / Flat to Rent in Kew Very large Apartment to rent in the suburb of Kew in a very special unusually well kept and friendly complex. ... Available: 01 April 2019 2 | 1", Beds, Bathrooms,,, ,1,,,,Available: 01 April 2019,
20191941,"R 9 500 Oakdene Park Drive, Oakdene 3 Bedroom Townhouse to Rent in Oakdene Modern upstairs unit in Oakdene, available 1 March 2019 Spacious open plan modern kitchen and lounge, leading out to balcony Three bedrooms with built in ... 3 | 2 Floor Size: 93 m²", Beds, Bathrooms,,, ,3 | 2, Floor Size: 93 m²,  ,93 m²,,
20191942,"R 5 850 2 Bedroom Apartment / Flat to Rent in Forest Hill Hurry to secure your brand new unit! - Conveniently located just 15min from JHB CBD and 5 min from South Gate Mall and the brand new Mall of the South, close ... 2 | 1",2 Bedroom Apartment / flat to rent in Forest Hill - Johannesburg, 2LetNow - JHB,R 5 850,,,Beds,2,2 | 1, ,2 Bedroom Apartment / Flat to Rent in Forest Hill,
20191943,R 30 000 2 Bedroom Apartment / Flat to Rent in Houghton Estate HOTEL APARTMENT AT THE HOUGHTON Beautifully furnished 2 bed brand new unit in the Houghton Hotel Apartments Perfectly situated overlooking the Hotel Piazza ... 2 | 2 | 2,2 Bedroom Apartment / flat to rent in Houghton Estate - Johannesburg, Jawitz Johannesburg North,R 30 000,,,Beds,2,2 | 2 | 2, ,2 Bedroom Apartment / Flat to Rent in Houghton Estate,
20191944,"R 65 000 52 2nd Avenue Houghton On the 12th , Houghton Estate 4 Bedroom Apartment / Flat to Rent in Houghton Estate This partially furnished 4 bedroom apartment is where you experience classic layout with easy access and ease of living. 4 Bedrooms each with en suite ... 4 | 4.5 Floor Size: 365 m²",4 Bedroom Apartment / flat to rent in Houghton Estate - Johannesburg, Alan Becker Properties,R 65 000,"52 2nd Avenue Houghton On the 12th , Houghton Estate",,Beds,4,4 | 4.5, Floor Size: 365 m²,4 Bedroom Apartment / Flat to Rent in Houghton Estate,365 m²
20191945,"R 9 500 218 Central Park, 55 Oakdene Park Drive, Oakdene 3 Bedroom Townhouse to Rent in Oakdene Beautiful 3 bedroom, 2 bathroom townhouse for lease in Oakdene, Johannesburg. Lease agreement for 6 months ... Available: 01 April 2019 3 | 2",3 Bedroom Townhouse to rent in Oakdene - Johannesburg, Lencar Exclusive Properties,R 9 500,"218 Central Park, 55 Oakdene Park Drive, Oakdene",Available: 01 April 2019,Beds,3,2,,3 Bedroom Townhouse to Rent in Oakdene,
20191946,"R 9 500 218 Central Park, 55 Oakdene Park Drive, Oakdene 3 Bedroom Townhouse to Rent in Oakdene Beautiful 3 bedroom, 2 bathroom townhouse for lease in Oakdene, Johannesburg. Lease agreement for 6 months ... Available: 01 April 2019 3 | 2",3 Bedroom Townhouse to rent in Oakdene - Johannesburg, Lencar Exclusive Properties,R 9 500,"218 Central Park, 55 Oakdene Park Drive, Oakdene",Available: 01 April 2019,Beds,3,2,,3 Bedroom Townhouse to Rent in Oakdene,
20191947,"R 4 950 1 Lily Avenue, Berea Apartment / Flat to Rent in Berea 2 bedrooms (bic's) spacious lounge, open plan fitted kitchen, tiled full bathroom, neatlly tiled floors throughout, secure covered parking, excellent ...", ,Apartment / flat to rent in Berea - Johannesburg,,,,,,,,,
20191948,"R 6 500 2 Bedroom Townhouse to Rent in Roodepoort Very neat 2 bedroom townhouse available in Witpoortjie, Roodepoort Modern open plan lounge and kitchen area ... Available: 01 April 2019 2 | 1", Posh Estates, Beds, , , ,1,,,,Available: 01 April 2019,
20191949,R 4 800 2 Bedroom Apartment / Flat to Rent in Observatory 2- bed-room flat in observatory to let. Convenient for a small family in a quiet place.Maximum persons ... Available: 01 March 2019 2 | 1 Floor Size: 50 m²,2 Bedroom Apartment / flat to rent in Observatory - Johannesburg, Rental,R 4 800,,Available: 01 March 2019,Beds,2,1,50 m²,2 Bedroom Apartment / Flat to Rent in Observatory,
20191950,"R 10 500 2 Bedroom Townhouse to Rent in Dunkeld West 2 Bedroom, 1 Bathroom. Airy and spacious, free-flowing top (3rd) floor unit. Perfectly situated in a pristine ... Available: 25 January 2019 2 | 1 Floor Size: 85 m²",2 Bedroom Townhouse to rent in Dunkeld West - Johannesburg, O-Yes Properties,R 10 500,,Available: 25 January 2019,Beds,2,1,85 m²,2 Bedroom Townhouse to Rent in Dunkeld West,
20191951,"R 8 000 3 Bedroom Townhouse to Rent in Kibler Park This vibrant, lovely 3 bedroom, two bathroom townhouse in a good and secure complex with an stunning ... Available: 07 February 2019 3 | 2",3 Bedroom Townhouse to rent in Kibler Park - Johannesburg, Infinity Homes & Rentals,R 8 000,,Available: 07 February 2019,Beds,3,2,,3 Bedroom Townhouse to Rent in Kibler Park,
20191952,"R 5 800 2 Bedroom Apartment / Flat to Rent in Malvern This apartment is available from the first of March, awaiting a small family or a couple. It's got 2 ... Available: 20 February 2019 2 | 1",2 Bedroom Apartment / flat to rent in Malvern - Johannesburg, B-Sure Properties - Bedfordview,R 5 800,,Available: 20 February 2019,Beds,2,1,,2 Bedroom Apartment / Flat to Rent in Malvern,
20191953,"R 15 000 3 Bedroom Apartment / Flat to Rent in Riviera Spacious apartment. Large open-plan lounge, dining room and family room. Kitchen. 3 Bedrooms. 2 Bathrooms ... Available: 25 March 2019 3 | 2 Floor Size: 212 m²",3 Bedroom Apartment / flat to rent in Riviera - Johannesburg, Zareena Kara Properties,R 15 000,,Available: 25 March 2019,Beds,3,2,212 m²,3 Bedroom Apartment / Flat to Rent in Riviera,
20191954,"R 14 000 2 Bedroom Apartment / Flat to Rent in Parktown North Beautifully renovated, fully furnished unit available. Idealy located to business and social amenities. It ... Available: 06 March 2019 2 | 1",2 Bedroom Apartment / flat to rent in Parktown North - Johannesburg, Dogon Group Sandton,R 14 000,,Available: 06 March 2019,Beds,2,1,,2 Bedroom Apartment / Flat to Rent in Parktown North,
20191955,R 10 000 1 Bedroom Apartment / Flat to Rent in Orchards This double storey cottage is located in a cluster of few other cottages. It was built and decorated with a ... Available: 23 January 2019 1 | 2 Floor Size: 60 m²,1 Bedroom Apartment / flat to rent in Orchards - Johannesburg, Russell Fisher Properties,R 10 000,,Available: 23 January 2019,Beds,1,2,60 m²,1 Bedroom Apartment / Flat to Rent in Orchards,
20191956,R 5 500 1 Bedroom Apartment / Flat to Rent in Maboneng 65m2 Spacious and Bright East-Facing Studio Apartment 1 Bathroom with large shower/ bath loft-like / ... Available: 01 April 2019 1 | 1 Floor Size: 65 m²,1 Bedroom Apartment / flat to rent in Maboneng - Johannesburg, Rental,R 5 500,,Available: 01 April 2019,Beds,1,1,65 m²,1 Bedroom Apartment / Flat to Rent in Maboneng,
20191957,"R 18 000 2 Bedroom Townhouse to Rent in Waverley 2 bed, 2 bath luxury apartments available in brand new development. This unit is a ground floor unit with ... Available: 01 April 2019 2 | 2 Floor Size: 110 m²",2 Bedroom Townhouse to rent in Waverley - Johannesburg, CP Inc Realtors,R 18 000,,Available: 01 April 2019,Beds,2,2,110 m²,2 Bedroom Townhouse to Rent in Waverley,
20191958,"R 3 650 Hardypol, 3 Cornelius Street, Johannesburg Central 2 Bedroom Apartment / Flat to Rent in Johannesburg Central HardyPol is a brand new development situated in Delvers Street in the Johannesburg CBD and offer brand new, 1 ... Available: 18 October 2018 2 | 1 Floor Size: 55 m²", Beds, Bathrooms,,, ,1,55 m²,,,Available: 18 October 2018,
20191959,R 12 500 1 Bedroom Apartment / Flat to Rent in Melrose The Fitzgerald brings New York Style living to within a stone's throw from Melrose Arch. Open plan ... Available: 01 March 2019 1 | 1,1 Bedroom Apartment / flat to rent in Melrose - Johannesburg, Firzt Realty Company Firzt Realty Company,R 12 500,,Available: 01 March 2019,Beds,1,1,,1 Bedroom Apartment / Flat to Rent in Melrose,
20191960,"R 12 000 1 Bedroom Apartment / Flat to Rent in Parktown Fully furnished apartment To Let in Parktown. Close proximity to KPMG , Parktown Boys , Wits , Wits Med ... Available: 12 March 2019 1 | 1 Floor Size: 102 m²",1 Bedroom Apartment / flat to rent in Parktown - Johannesburg, Zareena Kara Properties,R 12 000,,Available: 12 March 2019,Beds,1,1,102 m²,1 Bedroom Apartment / Flat to Rent in Parktown,
20191961,R 7 500 2 Bedroom Apartment / Flat to Rent in Lombardy East 2beds 1bath Kitchen Lounge Dining Pet friendly Prepaid Electricity Own private Access Gate Ground floor unit Security Cameras 2 | 1,2 Bedroom Apartment / flat to rent in Lombardy East - Johannesburg, SA Property Group,R 7 500,,,Beds,2,2 | 1, ,2 Bedroom Apartment / Flat to Rent in Lombardy East,
20191962,"R 8 000 Hallmark House, Siemert Road , Maboneng 1 Bedroom Apartment / Flat to Rent in Maboneng Hallmark House offers residents the opportunity to live a curated life and through it, a layered lifestyle.Ground floor will house offerings that resonate with ... 1 | 1 Floor Size: 70 m²", Beds, Bathrooms,,, ,1 | 1, Floor Size: 70 m²,  ,70 m²,,
20191963,"R 5 895 28 Madison Street, Jeppestown 3 Bedroom Apartment / Flat to Rent in Jeppestown Bjala Square is a well located building situated in the heart of the Jeppestown community. Rental options ... Available: 04 April 2019 3 | 1",3 Bedroom Apartment / flat to rent in Jeppestown - Johannesburg, Mafadi Property Management Office,R 5 895,"28 Madison Street, Jeppestown",Available: 04 April 2019,Beds,3,1,,3 Bedroom Apartment / Flat to Rent in Jeppestown,
20191964,"R 16 000 Somerville Avenue, Melrose Estate 2 Bedroom Apartment / Flat to Rent in Melrose Estate Well maintained 2 bedroom ground floor townhouse in a secure complex with a pool. Close to Rosebank ... Available: 01 March 2019 2 | 2 Floor Size: 102 m²",2 Bedroom Apartment / flat to rent in Melrose Estate - Johannesburg, Rental,R 16 000,"Somerville Avenue, Melrose Estate",Available: 01 March 2019,Beds,2,2,102 m²,2 Bedroom Apartment / Flat to Rent in Melrose Estate,
20191965,"R 4 995 Cnr Nephin Road and Steelpoort Street, South Hills., Johannesburg South house , South Hills 2 Bedroom Apartment / Flat to Rent in South Hills Estate Living!! One month rent FREE. With a unique estate lifestyle, which includes lots of amenities such ... Available: 30 April 2019 2 | 1",2 Bedroom Apartment / flat to rent in South Hills - Johannesburg, AFHCO Africa Housing Company,R 4 995,"Cnr Nephin Road and Steelpoort Street, South Hills., Johannesburg South house , South Hills",Available: 30 April 2019,Beds,2,1,,2 Bedroom Apartment / Flat to Rent in South Hills,
20191966,"R 3 750 1 Bedroom Apartment / Flat to Rent in Braamfontein Sawubona, Aa, Avuxeni, Dumela, Molo, Lotjhani, Hello! 2 streets from WITS!!! Luxury and affordable student ... Available: 02 February 2019 1 | 1 Floor Size: 39 m²",1 Bedroom Apartment / flat to rent in Braamfontein - Johannesburg, Nkosi Property Group Office,R 3 750,,Available: 02 February 2019,Beds,1,1,39 m²,1 Bedroom Apartment / Flat to Rent in Braamfontein,
